Date,Campaign_Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty
2024-12-16,Google Search,Brand Awareness,154.14,3494,30171,9,225.6,Gen Z,secure investment tracker,22183,2.7
2024-06-07,Facebook,Re-engagement,322.03,3084,30847,9,981.27,Students,mobile finance solutions,23079,1.2
2024-07-03,Instagram,App Install,479.02,4450,5614,13,0.0,Gen Z,easy goal setting,1918,1.3
2024-09-15,Google Search,Brand Awareness,317.52,2726,35270,10,954.63,Students,mobile finance solutions,28984,3.4
2024-05-19,Google Search,App Install,412.69,2260,31572,7,0.0,Working Professionals,easy goal setting,15069,3.1
2024-06-04,Instagram,Performance/ROAS,308.69,295,2566,14,754.93,Working Professionals,top rated productivity app,37667,2.0
2024-09-22,Instagram,Performance/ROAS,22.65,1545,30252,15,138.09,Working Professionals,free habit tracker,6467,2.9
2024-11-12,Google Search,Re-engagement,167.94,2104,30061,10,995.07,Gen Z,free habit tracker,38003,1.4
2024-10-22,Google Search,App Install,235.73,2282,48489,11,0.0,Students,easy goal setting,25409,1.0
2024-12-10,Facebook,Performance/ROAS,19.11,362,10691,7,346.34,Working Professionals,secure investment tracker,3098,2.7
2024-05-17,Instagram,App Install,98.89,2838,1824,11,0.0,Gen Z,mobile finance solutions,42426,2.9
2024-03-15,Instagram,Brand Awareness,338.38,69,2101,9,172.19,Gen Z,secure investment tracker,35629,3.3
2024-06-10,Facebook,Brand Awareness,310.36,2512,23170,18,882.73,Millennials,best budget planning app,1125,3.8
2024-05-14,Facebook,App Install,394.08,3408,20686,4,0.0,Working Professionals,top rated productivity app,4731,0.7
2024-05-21,Google Search,Performance/ROAS,140.76,4266,39399,9,57.83,Millennials,mobile finance solutions,40542,2.9
2024-10-21,Google Search,Performance/ROAS,6.0,3135,22806,4,52.64600000000001,Gen Z,easy goal setting,20397,3.9
2024-08-27,Facebook,Re-engagement,78.62,4272,45592,11,565.09,Millennials,easy goal setting,3878,4.3
2024-05-02,Google Search,Performance/ROAS,116.62,1962,40080,11,4.96,Working Professionals,best budget planning app,45034,0.7
2024-01-20,Google Search,Performance/ROAS,221.73,593,13116,6,125.77,Students,secure investment tracker,5382,4.1
2024-06-30,Facebook,Performance/ROAS,326.96,2893,38551,10,691.05,Millennials,secure investment tracker,35520,2.1
2024-12-09,Facebook,Performance/ROAS,419.01,4010,37863,11,545.42,Millennials,secure investment tracker,46848,0.6
2024-05-08,Google Search,Re-engagement,140.59,2774,12003,12,406.25,Working Professionals,free habit tracker,34664,2.9
2024-10-05,Google Search,Brand Awareness,149.87,2822,16703,4,49.959,Working Professionals,secure investment tracker,34436,4.4
2024-02-07,Facebook,Performance/ROAS,340.97,3903,34786,13,376.25,Millennials,free habit tracker,44298,1.0
2024-01-06,Google Search,Performance/ROAS,72.81,3382,36513,7,958.32,Working Professionals,top rated productivity app,2956,3.7
2024-06-24,Facebook,App Install,262.2,2058,17509,13,0.0,Students,top rated productivity app,20342,1.2
2024-07-09,Instagram,Performance/ROAS,13.78,2658,19270,10,761.83,Working Professionals,free habit tracker,12095,3.9
2024-07-30,Google Search,Performance/ROAS,116.36,2009,7368,11,5.57,Students,mobile finance solutions,36968,1.9
2024-04-27,Facebook,App Install,335.49,3204,14606,14,0.0,Working Professionals,easy goal setting,38652,0.6
2024-11-11,Facebook,Performance/ROAS,398.11,2414,43653,7,63.9,Working Professionals,mobile finance solutions,28358,1.5
2024-06-15,Facebook,Performance/ROAS,336.03,4458,42223,10,76.91,Students,secure investment tracker,7680,4.0
2024-07-29,Google Search,Re-engagement,397.77,1281,11649,14,776.77,Millennials,top rated productivity app,28260,4.2
2024-07-06,Google Search,Performance/ROAS,42.25,2002,13639,12,915.89,Millennials,mobile finance solutions,23516,1.5
2024-08-01,Instagram,Performance/ROAS,178.09,2260,49403,11,166.66,Gen Z,easy goal setting,21369,3.0
2024-10-21,Google Search,Re-engagement,115.5,146,31999,9,296.64,Working Professionals,top rated productivity app,5200,0.7
2024-11-22,Google Search,Re-engagement,351.24,4511,1461,9,797.55,Gen Z,top rated productivity app,15991,1.2
2024-08-01,Facebook,Performance/ROAS,25.04,4155,13471,7,627.72,Millennials,mobile finance solutions,21814,4.2
2024-10-30,Facebook,Performance/ROAS,71.15,85,8684,6,679.13,Working Professionals,secure investment tracker,23652,3.4
2024-03-27,Google Search,Performance/ROAS,369.93,3937,10882,13,391.97,Students,top rated productivity app,41781,0.8
2024-01-21,TikTok,Performance/ROAS,155.5,222,10604,9,21.17,Students,best budget planning app,36316,4.5
2024-05-26,Google Search,Performance/ROAS,420.64,4572,45885,10,406.72,Gen Z,secure investment tracker,23446,3.2
2024-11-29,Instagram,Performance/ROAS,357.53,4795,29869,8,318.91,Gen Z,free habit tracker,38773,2.9
2024-09-21,Google Search,App Install,230.66,2679,17731,12,0.0,Gen Z,top rated productivity app,15198,2.1
2024-02-01,Facebook,Brand Awareness,221.61,3477,43611,12,321.88,Millennials,top rated productivity app,44758,1.5
2024-01-02,Google Search,Performance/ROAS,458.84,1812,49809,9,826.14,Gen Z,top rated productivity app,23265,2.1
2024-09-26,Facebook,Brand Awareness,146.64,295,13770,12,779.21,Working Professionals,best budget planning app,27338,1.9
2024-08-04,TikTok,Re-engagement,377.99,2055,4509,8,901.37,Working Professionals,mobile finance solutions,25582,4.0
2024-06-11,Instagram,App Install,360.35,2277,45378,14,0.0,Gen Z,mobile finance solutions,24988,3.5
2024-07-20,Google Search,App Install,443.93,1407,39979,11,0.0,Students,free habit tracker,16622,4.1
2024-08-02,Instagram,Performance/ROAS,233.39,3231,24542,9,502.33,Millennials,mobile finance solutions,20850,3.0
2024-11-03,Google Search,Brand Awareness,451.61,4767,36050,6,342.06,Working Professionals,free habit tracker,10037,0.7
2024-10-18,Google Search,Re-engagement,208.87,4261,25200,16,761.93,Gen Z,free habit tracker,6195,4.8
2024-06-13,Google Search,Performance/ROAS,149.93,3109,4902,15,333.24,Gen Z,top rated productivity app,34577,4.4
2024-10-17,Google Search,App Install,34.19,2295,34202,9,0.0,Gen Z,best budget planning app,18912,2.7
2024-08-14,Google Search,Re-engagement,68.33,1271,11649,11,607.7,Gen Z,secure investment tracker,25718,3.8
2024-12-03,TikTok,Re-engagement,88.03,4558,35529,16,225.87,Students,mobile finance solutions,31174,4.4
2024-10-03,Google Search,Performance/ROAS,255.82,4098,25170,12,642.81,Gen Z,free habit tracker,9656,1.3
2024-10-01,Facebook,Performance/ROAS,129.22,3784,36950,11,829.02,Millennials,free habit tracker,34868,2.7
2024-03-12,Instagram,Performance/ROAS,246.63,3290,10043,11,466.49,Working Professionals,easy goal setting,38659,5.0
2024-06-12,TikTok,Performance/ROAS,438.04,2367,20535,10,601.22,Millennials,best budget planning app,34700,1.5
2024-08-08,Facebook,Performance/ROAS,222.0,4752,5166,18,151.39,Working Professionals,free habit tracker,29137,3.4
2024-01-30,Google Search,App Install,335.91,1855,25788,7,0.0,Gen Z,best budget planning app,38652,2.3
2024-12-04,Facebook,Performance/ROAS,22.7,1880,39859,8,860.2,Working Professionals,easy goal setting,18622,2.7
2024-05-05,TikTok,Brand Awareness,197.6,1910,22638,11,971.74,Gen Z,easy goal setting,8291,1.2
2024-06-28,Google Search,Performance/ROAS,141.95,1787,37092,14,833.75,Millennials,best budget planning app,16335,1.9
2024-07-11,Instagram,Performance/ROAS,254.11,3251,42208,8,508.13,Gen Z,secure investment tracker,39018,4.6
2024-12-07,Instagram,Performance/ROAS,400.11,3808,11532,5,234.14,Millennials,easy goal setting,2437,2.0
2024-06-15,Google Search,Performance/ROAS,365.75,275,14919,10,887.58,Students,best budget planning app,34220,3.7
2024-12-25,Facebook,Performance/ROAS,258.92,4486,10274,14,344.87,Gen Z,secure investment tracker,2289,4.9
2024-05-04,TikTok,Performance/ROAS,394.4,1492,46555,12,838.57,Working Professionals,top rated productivity app,20498,2.7
2024-12-21,Facebook,Performance/ROAS,20.61,3374,46232,8,362.26,Millennials,free habit tracker,21414,2.7
2024-03-08,Instagram,Performance/ROAS,135.72,4501,43691,7,11.32,Students,best budget planning app,19167,3.2
2024-01-08,Google Search,Re-engagement,120.12,2772,21465,14,839.17,Students,secure investment tracker,10682,4.3
2024-12-21,Instagram,Re-engagement,429.4,1898,1512,14,244.0,Students,secure investment tracker,18054,1.0
2024-11-04,Facebook,Re-engagement,252.76,4628,11562,7,289.63,Working Professionals,secure investment tracker,37918,2.4
2024-10-31,Instagram,Re-engagement,415.14,1174,19624,12,77.7,Working Professionals,mobile finance solutions,5126,4.6
2024-08-21,Google Search,Performance/ROAS,349.9,4154,23379,6,115.92,Millennials,mobile finance solutions,20439,4.6
2024-10-16,Facebook,Re-engagement,83.14,2975,37279,11,909.58,Millennials,secure investment tracker,33256,1.6
2024-11-21,Facebook,Re-engagement,268.29,426,43363,13,835.19,Students,easy goal setting,44276,4.6
2024-07-06,Facebook,Performance/ROAS,437.92,1719,40668,12,312.4,Working Professionals,mobile finance solutions,29774,1.5
2024-07-26,Instagram,Performance/ROAS,63.23,2809,43202,5,88.77,Students,free habit tracker,15860,4.2
2024-05-10,Facebook,Performance/ROAS,7.54,3684,46666,11,144.48,Gen Z,free habit tracker,27970,3.1
2024-04-13,Google Search,Re-engagement,216.63,2037,22579,10,385.96,Students,top rated productivity app,30619,2.9
2024-07-26,TikTok,Re-engagement,157.23,4649,46695,9,320.61,Students,secure investment tracker,42634,4.8
2024-03-20,Google Search,Re-engagement,293.25,448,31381,11,480.82,Gen Z,best budget planning app,12296,0.9
2024-03-23,Instagram,Performance/ROAS,296.46,668,1502,12,405.37,Millennials,easy goal setting,25582,1.8
2024-12-04,Google Search,Performance/ROAS,396.94,185,9466,7,839.84,Millennials,easy goal setting,11862,2.8
2024-10-07,Google Search,Performance/ROAS,91.71,1655,18655,9,69.63,Students,top rated productivity app,46544,3.8
2024-06-27,Facebook,Performance/ROAS,61.3,418,3119,12,696.67,Gen Z,mobile finance solutions,15650,0.6
2024-03-07,Google Search,Performance/ROAS,338.34,775,31660,13,235.38,Students,mobile finance solutions,46356,4.4
2024-01-17,Google Search,Performance/ROAS,209.19,4702,6508,13,451.86,Working Professionals,easy goal setting,18382,1.1
2024-11-10,Instagram,Performance/ROAS,57.04,1299,13334,12,693.75,Students,best budget planning app,30326,4.8
2024-05-03,Google Search,Performance/ROAS,352.95,178,28280,15,999.74,Gen Z,top rated productivity app,36346,2.2
2024-03-03,Google Search,Performance/ROAS,419.38,1227,49967,9,711.23,Gen Z,secure investment tracker,6847,4.4
2024-03-13,Google Search,Performance/ROAS,257.03,2693,37621,15,550.31,Millennials,top rated productivity app,18843,1.3
2024-12-20,TikTok,Re-engagement,464.97,4075,34565,15,891.67,Students,top rated productivity app,3211,0.6
2024-09-06,Facebook,App Install,437.03,1726,21483,19,0.0,Millennials,mobile finance solutions,4109,5.0
2024-10-09,Google Search,Performance/ROAS,351.37,150,14456,10,128.99,Millennials,easy goal setting,48598,4.4
2024-01-24,Facebook,Performance/ROAS,267.2,4528,10454,10,197.77,Working Professionals,secure investment tracker,8411,4.6
2024-06-19,Facebook,Performance/ROAS,94.19,1016,3256,12,356.53,Gen Z,best budget planning app,18360,4.5
2024-11-07,Facebook,Performance/ROAS,208.33,1439,16205,11,501.04,Gen Z,top rated productivity app,36018,3.5
2024-09-15,Google Search,App Install,219.17,722,40791,12,0.0,Working Professionals,mobile finance solutions,10046,2.8
2024-10-24,Google Search,Re-engagement,276.2,841,43308,13,616.07,Students,top rated productivity app,19159,4.2
2024-03-31,Facebook,App Install,60.97,164,15292,10,0.0,Millennials,mobile finance solutions,18937,3.6
2024-01-14,Facebook,Performance/ROAS,318.21,2094,44025,7,240.06,Students,best budget planning app,24803,4.1
2024-10-01,Facebook,Brand Awareness,213.77,372,42589,12,739.81,Millennials,secure investment tracker,25128,3.2
2024-03-09,TikTok,App Install,413.06,3466,44802,10,0.0,Students,top rated productivity app,35979,2.1
2024-02-05,Google Search,Re-engagement,494.18,4628,41947,11,9.62,Millennials,mobile finance solutions,13481,4.6
2024-01-31,Google Search,Re-engagement,409.09,2488,47945,8,845.44,Millennials,easy goal setting,29717,4.8
2024-07-21,Instagram,Re-engagement,339.63,4085,16296,9,151.47,Gen Z,mobile finance solutions,45824,1.2
2024-01-20,Google Search,Performance/ROAS,49.24,1374,19144,14,119.44,Working Professionals,best budget planning app,42017,3.6
2024-01-12,Google Search,App Install,307.03,4877,31796,11,0.0,Gen Z,mobile finance solutions,16635,1.8
2024-08-06,Google Search,Brand Awareness,246.75,4745,13325,7,894.98,Gen Z,easy goal setting,15949,4.2
2024-12-07,Facebook,Performance/ROAS,112.37,2138,49225,11,558.21,Working Professionals,free habit tracker,32844,3.2
2024-05-23,Facebook,Performance/ROAS,222.24,2825,45214,7,911.13,Working Professionals,top rated productivity app,36391,4.1
2024-07-02,Facebook,Brand Awareness,49.67,1945,27854,11,933.2,Gen Z,best budget planning app,43634,4.4
2024-04-07,TikTok,Performance/ROAS,469.57,3403,8304,9,248.81,Students,mobile finance solutions,28645,3.3
2024-11-30,Facebook,Performance/ROAS,34.05,2793,43116,10,307.93,Gen Z,secure investment tracker,36573,1.0
2024-02-04,Instagram,Performance/ROAS,262.39,1133,4456,13,703.04,Working Professionals,top rated productivity app,17599,3.6
2024-03-12,Instagram,Performance/ROAS,312.06,4563,42506,13,558.38,Millennials,secure investment tracker,24249,2.8
2024-10-26,TikTok,Performance/ROAS,41.6,889,1113,6,178.98,Working Professionals,mobile finance solutions,933,0.8
2024-01-21,Facebook,Brand Awareness,486.71,4980,26200,11,952.18,Millennials,top rated productivity app,45681,3.6
2024-07-27,Instagram,App Install,419.42,1437,23914,17,0.0,Millennials,easy goal setting,29350,1.7
2024-09-17,Google Search,Re-engagement,347.38,1008,45422,9,802.8,Gen Z,best budget planning app,40441,2.4
2024-11-22,Facebook,Performance/ROAS,227.08,3900,10819,8,449.34,Gen Z,mobile finance solutions,21629,2.9
2024-04-16,Facebook,Performance/ROAS,215.1,1312,22111,11,256.15,Millennials,mobile finance solutions,24822,1.7
2024-08-17,Google Search,Performance/ROAS,412.67,3369,8691,8,734.6,Millennials,mobile finance solutions,36318,4.0
2024-01-10,Instagram,Performance/ROAS,171.64,178,17339,15,510.08,Students,easy goal setting,5549,1.5
2024-07-11,Google Search,Performance/ROAS,116.88,4585,23575,8,431.5,Gen Z,secure investment tracker,39338,1.7
2024-10-09,Google Search,Performance/ROAS,196.8,108,16716,8,599.19,Working Professionals,easy goal setting,13053,4.8
2024-05-04,Facebook,Re-engagement,242.82,1151,21326,12,459.39,Working Professionals,mobile finance solutions,42629,4.4
2024-03-01,Facebook,Performance/ROAS,320.45,3450,1554,9,745.27,Gen Z,best budget planning app,35420,2.4
2024-02-22,Google Search,App Install,75.1,326,31733,15,0.0,Working Professionals,easy goal setting,49095,3.3
2024-09-23,TikTok,Performance/ROAS,493.62,2018,38296,11,563.18,Working Professionals,easy goal setting,36184,1.5
2024-11-18,Facebook,Performance/ROAS,113.91,3522,13409,3,91.53300000000002,Students,top rated productivity app,21684,0.6
2024-12-18,Google Search,Re-engagement,147.04,4495,46401,4,29.608,Millennials,top rated productivity app,23134,5.0
2024-10-13,Google Search,App Install,489.54,2072,5476,13,0.0,Gen Z,free habit tracker,22009,2.5
2024-04-18,Instagram,Performance/ROAS,97.42,2531,27367,14,481.83,Gen Z,top rated productivity app,20162,0.7
2024-06-29,Instagram,Re-engagement,494.43,3896,17682,7,125.44,Students,best budget planning app,38443,4.1
2024-03-13,Facebook,Re-engagement,271.32,4633,36053,11,630.84,Millennials,mobile finance solutions,1427,2.3
2024-04-01,Facebook,Re-engagement,362.35,3708,12055,11,901.66,Gen Z,best budget planning app,29858,2.7
2024-12-25,Facebook,Brand Awareness,18.72,2087,24610,11,67.39,Gen Z,easy goal setting,33025,2.7
2024-08-25,Facebook,Performance/ROAS,174.38,3360,12762,7,667.55,Millennials,free habit tracker,35833,4.7
2024-12-05,Facebook,Brand Awareness,51.3,4073,37065,7,744.39,Gen Z,easy goal setting,43625,1.1
2024-08-22,Instagram,Performance/ROAS,230.32,3945,25896,11,229.29,Working Professionals,best budget planning app,39913,1.5
2024-05-27,Instagram,Performance/ROAS,335.47,2783,27009,15,218.95,Gen Z,free habit tracker,28580,0.6
2024-04-18,Google Search,Brand Awareness,180.07,3445,3522,6,65.75,Students,free habit tracker,13198,0.9
2024-09-06,Facebook,Re-engagement,35.76,2900,30981,7,106.63,Working Professionals,easy goal setting,28206,4.4
2024-06-15,Facebook,Brand Awareness,400.06,673,21993,15,818.18,Millennials,best budget planning app,29885,4.8
2024-10-16,Google Search,Performance/ROAS,43.33,2199,37961,12,361.03,Millennials,top rated productivity app,28146,0.6
2024-02-16,Facebook,App Install,235.31,2790,18674,10,0.0,Gen Z,free habit tracker,27543,3.4
2024-04-18,Google Search,Brand Awareness,281.88,4966,39099,13,765.78,Gen Z,easy goal setting,34643,0.8
2024-09-26,Instagram,Re-engagement,417.18,2124,47062,12,71.48,Millennials,secure investment tracker,37125,4.0
2024-05-18,Google Search,App Install,40.8,103,31747,10,0.0,Working Professionals,free habit tracker,31570,2.0
2024-10-20,Instagram,Performance/ROAS,489.46,1377,31820,11,619.48,Millennials,best budget planning app,17073,4.6
2024-10-19,Facebook,Re-engagement,172.81,4956,32002,6,881.66,Gen Z,secure investment tracker,17099,3.9
2024-07-30,Facebook,Performance/ROAS,495.49,4463,32447,14,15.02,Students,mobile finance solutions,19154,0.9
2024-11-10,TikTok,Re-engagement,172.09,2950,15037,12,989.55,Working Professionals,top rated productivity app,40701,4.2
2024-11-16,Facebook,App Install,244.64,3783,49312,9,0.0,Gen Z,top rated productivity app,48510,3.1
2024-11-08,Facebook,Brand Awareness,238.55,961,15866,8,496.23,Millennials,best budget planning app,45688,4.4
2024-10-14,TikTok,Performance/ROAS,355.63,4153,15583,10,455.87,Students,free habit tracker,22021,0.6
2024-02-09,Google Search,Performance/ROAS,94.54,2025,16202,3,67.215,Students,easy goal setting,33999,1.1
2024-05-15,Instagram,Performance/ROAS,191.05,110,27673,13,601.48,Students,free habit tracker,37112,2.2
2024-08-02,Google Search,Re-engagement,365.46,4181,45297,13,101.08,Gen Z,secure investment tracker,9549,3.5
